Date,AIB.IR,BIRG.IR,IRES.IR,CRH.IR,HRN.IR
2016-09-12,4.4667,5.596,1.5256,25.8857,0.7787
2016-09-13,4.3048,5.4714,1.555,26.2213,0.7927
2016-09-14,4.2991,5.4089,1.5408,25.8063,0.7733
2016-09-15,4.2012,5.3844,1.5399,25.5216,0.7799
2016-09-16,4.2518,5.3163,1.5204,25.8356,0.7897
2016-09-19,4.2803,5.4684,1.5208,25.267,0.7765
2016-09-20,4.2104,5.3928,1.4899,25.6791,0.7679
2016-09-21,4.1732,5.3448,1.4801,25.4807,0.7598
2016-09-22,4.0963,5.3638,1.4509,25.3391,0.7529
2016-09-23,4.0927,5.2592,1.465,24.9166,0.7484
2016-09-26,4.1626,5.2262,1.4798,25.0669,0.7508
2016-09-27,4.0912,5.2544,1.4446,26.0071,0.759
2016-09-28,4.1286,5.2268,1.4715,26.3226,0.7695
2016-09-29,4.091,5.2198,1.5227,25.987,0.7614
2016-09-30,4.0347,5.1756,1.5239,26.4414,0.7534
2016-10-03,4.0281,5.0482,1.5106,26.3232,0.766
2016-10-04,3.9555,5.0758,1.5699,26.8786,0.7723
2016-10-05,3.9178,5.2227,1.5415,27.2149,0.7732
2016-10-06,3.8359,5.2254,1.5422,26.0126,0.7779
2016-10-07,3.9698,5.2457,1.5463,25.626,0.7777
2016-10-10,3.9732,5.3062,1.5753,26.0,0.783
2016-10-11,3.9251,5.197,1.5834,26.0679,0.7798
2016-10-12,3.9409,5.3429,1.5727,25.6727,0.7825
2016-10-13,3.934,5.3617,1.5523,25.4349,0.7677
2016-10-14,3.9196,5.506,1.5451,24.71,0.7611
2016-10-17,3.963,5.441,1.5238,24.6848,0.7547
2016-10-18,4.0169,5.6041,1.5251,25.5177,0.7513
2016-10-19,3.9803,5.6764,1.5134,25.8363,0.7426
2016-10-20,3.9408,5.7289,1.4823,26.7001,0.7377
2016-10-21,3.9226,5.752,1.5083,27.0648,0.7237
2016-10-24,3.7643,5.7298,1.4982,27.4938,0.7288
2016-10-25,3.6646,5.8436,1.4721,28.3231,0.7281
2016-10-26,3.7538,5.8581,1.4689,28.4936,0.7126
2016-10-27,3.8636,5.6706,1.4705,28.422,0.7051
2016-10-28,3.8475,5.5679,1.4351,28.8748,0.7082
2016-10-31,3.8876,5.5521,1.442,29.5186,0.7035
2016-11-01,3.9098,5.5814,1.4213,29.3138,0.6974
2016-11-02,4.1231,5.5773,1.4552,29.0033,0.6968
2016-11-03,4.2055,5.6898,1.466,29.0734,0.6999
2016-11-04,4.197,5.5091,1.4581,29.4481,0.6873
2016-11-07,4.1273,5.5231,1.4433,29.8128,0.6922
2016-11-08,4.0113,5.3598,1.4414,29.1803,0.6853
2016-11-09,4.0267,5.4275,1.4539,30.0329,0.6852
2016-11-10,3.9739,5.4202,1.4536,29.7513,0.685
2016-11-11,3.8752,5.4585,1.4494,29.6415,0.6805
2016-11-14,3.8319,5.3824,1.4508,29.2464,0.6718
2016-11-15,3.7597,5.4962,1.4389,30.4488,0.6695
2016-11-16,3.8725,5.5911,1.4323,30.5699,0.6832
2016-11-17,3.9336,5.6457,1.3911,30.1863,0.6716
2016-11-18,3.934,5.6348,1.4101,30.5902,0.686
2016-11-21,4.0376,5.6894,1.4162,30.9556,0.6838
2016-11-22,4.0441,5.6247,1.4012,30.8776,0.6842
2016-11-23,3.9836,5.7046,1.4383,31.2798,0.6749
2016-11-24,4.0916,5.8599,1.4403,30.8995,0.6685
2016-11-25,4.1315,5.9638,1.4198,30.679,0.6643
2016-11-28,4.0569,5.8937,1.4369,29.7563,0.6556
2016-11-29,4.0442,5.9298,1.4451,29.1702,0.654
2016-11-30,3.9827,5.8053,1.4532,29.9766,0.6507
2016-12-01,3.8865,5.8609,1.4449,30.73,0.666
2016-12-02,3.9509,5.9053,1.4541,30.7704,0.6563
2016-12-05,4.085,5.7257,1.4491,31.5537,0.6572
2016-12-06,3.9852,5.6178,1.4605,31.4874,0.6593
2016-12-07,4.0257,5.5929,1.4222,31.3815,0.6505
2016-12-08,3.9804,5.5665,1.4138,31.4183,0.6562
2016-12-09,3.9472,5.4573,1.4478,31.3689,0.653
2016-12-12,3.9069,5.4931,1.4326,31.2768,0.6326
2016-12-13,3.8483,5.5169,1.4209,31.8274,0.6379
2016-12-14,3.8525,5.5004,1.4123,31.9098,0.629
2016-12-15,3.7969,5.4334,1.3887,32.2636,0.6208
2016-12-16,3.8159,5.5278,1.3464,32.777,0.6262
2016-12-19,3.8135,5.6788,1.3424,32.9797,0.6236
2016-12-20,3.7983,5.6349,1.3451,32.5064,0.6308
2016-12-21,3.7384,5.5796,1.3443,31.8519,0.6405
2016-12-22,3.7013,5.6256,1.3418,31.9336,0.6354
2016-12-23,3.7515,5.5937,1.3429,31.8611,0.6418
2016-12-26,3.7855,5.582,1.3621,31.9133,0.6358
2016-12-27,3.7211,5.6507,1.3587,31.9157,0.6538
2016-12-28,3.7285,5.4752,1.3481,33.1724,0.6481
2016-12-29,3.7788,5.5945,1.3431,32.5158,0.6566
2016-12-30,3.6685,5.6022,1.3541,31.5479,0.6637
2017-01-02,3.7045,5.5656,1.3808,31.7164,0.6664
2017-01-03,3.6621,5.5586,1.369,31.546,0.6608
2017-01-04,3.6998,5.5562,1.3711,31.7068,0.6596
2017-01-05,3.6509,5.3998,1.3777,31.9967,0.6418
2017-01-06,3.5355,5.5331,1.359,32.6281,0.6437
2017-01-09,3.4349,5.5379,1.3596,31.8949,0.6466
2017-01-10,3.4386,5.5792,1.3322,31.6366,0.6478
2017-01-11,3.4552,5.6673,1.2998,31.8517,0.6236
2017-01-12,3.4009,5.5736,1.3066,32.2329,0.6137
2017-01-13,3.44,5.6179,1.2998,33.312,0.608
2017-01-16,3.34,5.5944,1.3037,33.8039,0.6103
2017-01-17,3.3369,5.6731,1.3036,33.7856,0.6126
2017-01-18,3.2664,5.4766,1.2861,33.3415,0.6114
2017-01-19,3.2297,5.4688,1.2855,33.0676,0.6164
2017-01-20,3.2331,5.4159,1.2638,32.7818,0.6085
2017-01-23,3.1848,5.4553,1.2883,33.117,0.6132
2017-01-24,3.164,5.4984,1.2643,33.2562,0.6169
2017-01-25,3.2209,5.4357,1.2611,32.6012,0.62
2017-01-26,3.1889,5.3734,1.2431,32.3967,0.6186
2017-01-27,3.2367,5.3647,1.2531,32.8368,0.633
2017-01-30,3.1729,5.287,1.2475,33.0218,0.637
2017-01-31,3.2033,5.361,1.2388,33.3162,0.6293
2017-02-01,3.2856,5.3296,1.2536,33.5196,0.6313
2017-02-02,3.1431,5.0769,1.2543,34.3545,0.6374
2017-02-03,3.0997,5.0468,1.2635,34.488,0.6327
2017-02-06,3.132,4.9619,1.2465,34.2977,0.6415
2017-02-07,3.1215,4.8303,1.2225,33.8337,0.6446
2017-02-08,3.1427,4.7334,1.2245,33.9721,0.6257
2017-02-09,3.1099,4.7428,1.2192,32.7293,0.6281
2017-02-10,3.1154,4.847,1.23,32.6485,0.625
2017-02-13,3.1076,4.8728,1.2289,32.5573,0.6293
2017-02-14,3.1724,4.8254,1.2325,31.896,0.6369
2017-02-15,3.1873,4.8623,1.205,31.4585,0.6385
2017-02-16,3.2071,4.8267,1.2367,31.8536,0.652
2017-02-17,3.1846,4.7728,1.2341,31.9748,0.6506
2017-02-20,3.1579,4.6835,1.2462,32.0342,0.6558
2017-02-21,3.1346,4.5501,1.232,32.1927,0.6625
2017-02-22,3.1571,4.5219,1.2375,32.248,0.6618
2017-02-23,3.1344,4.5345,1.2153,32.8642,0.6683
2017-02-24,3.1512,4.5282,1.2231,32.9359,0.6634
2017-02-27,3.2673,4.4983,1.2173,32.2203,0.66
2017-02-28,3.3183,4.4295,1.218,33.0246,0.6491
2017-03-01,3.3,4.4745,1.2299,33.22,0.6512
2017-03-02,3.3707,4.3789,1.2091,32.9346,0.6539
2017-03-03,3.3472,4.4354,1.1978,32.3209,0.6637
2017-03-06,3.2277,4.3635,1.2056,32.5247,0.6704
2017-03-07,3.1711,4.3105,1.2409,32.4774,0.6681
2017-03-08,3.0672,4.2078,1.2387,33.2606,0.6583
2017-03-09,3.0489,4.1741,1.249,33.0972,0.6619
2017-03-10,3.0506,4.2416,1.2474,32.6887,0.6713
2017-03-13,3.1416,4.2783,1.2812,33.1418,0.6777
2017-03-14,3.1604,4.3477,1.2503,33.616,0.6871
2017-03-15,3.149,4.3857,1.2522,33.7123,0.6853
2017-03-16,3.1958,4.3073,1.2242,34.0678,0.6814
2017-03-17,3.0719,4.2849,1.1818,34.0592,0.6751
2017-03-20,3.0854,4.231,1.1869,34.1904,0.6747
2017-03-21,3.1281,4.324,1.1894,34.8035,0.6741
2017-03-22,3.0473,4.2401,1.1849,35.1435,0.676
2017-03-23,3.1095,4.303,1.1833,35.0648,0.675
2017-03-24,3.1288,4.3668,1.2343,35.7928,0.6739
2017-03-27,3.1066,4.4985,1.2301,34.5245,0.6674
2017-03-28,3.142,4.4692,1.239,35.6065,0.6754
2017-03-29,3.2686,4.5222,1.228,34.6995,0.6761
2017-03-30,3.2799,4.6921,1.2333,34.3815,0.6747
2017-03-31,3.295,4.6456,1.2294,34.3712,0.6684
2017-04-03,3.2691,4.5297,1.2226,34.306,0.6573
2017-04-04,3.2209,4.3912,1.2536,34.8388,0.6682
2017-04-05,3.2688,4.4433,1.2742,34.2927,0.673
2017-04-06,3.2202,4.3071,1.2769,34.4388,0.6593
2017-04-07,3.2251,4.2817,1.2363,34.1487,0.6657
2017-04-10,3.1987,4.3132,1.2303,34.3119,0.6735
2017-04-11,3.2264,4.3272,1.2766,34.2892,0.6746
2017-04-12,3.2462,4.3582,1.2727,34.3482,0.6883
2017-04-13,3.3064,4.3749,1.2924,34.0736,0.6903
2017-04-14,3.2774,4.4674,1.3184,33.8216,0.678
2017-04-17,3.2626,4.3986,1.3226,33.9793,0.6812
2017-04-18,3.207,4.3507,1.3074,34.4749,0.6834
2017-04-19,3.1827,4.2965,1.2635,34.174,0.6783
2017-04-20,3.2046,4.3558,1.2757,33.736,0.6833
2017-04-21,3.2482,4.4209,1.2615,34.0596,0.669
2017-04-24,3.1961,4.4544,1.2647,34.0536,0.6774
2017-04-25,3.2459,4.5417,1.243,34.492,0.67
2017-04-26,3.3243,4.4549,1.2387,34.0306,0.6618
2017-04-27,3.3493,4.5775,1.2394,33.1259,0.6609
2017-04-28,3.461,4.6926,1.2442,32.8695,0.6646
2017-05-01,3.4146,4.7501,1.2252,32.4991,0.666
2017-05-02,3.3404,4.8896,1.2457,32.4707,0.6599
2017-05-03,3.2364,4.7579,1.2356,32.1684,0.6558
2017-05-04,3.3226,4.718,1.2071,32.539,0.6465
2017-05-05,3.3617,4.6621,1.2055,32.4076,0.6447
2017-05-08,3.3592,4.7181,1.2063,32.4916,0.6535
2017-05-09,3.3766,4.6379,1.2092,32.5793,0.6536
2017-05-10,3.3104,4.6964,1.2322,32.6857,0.6607
2017-05-11,3.454,4.8027,1.2283,32.6841,0.6729
2017-05-12,3.4627,4.8584,1.2265,32.9468,0.668
2017-05-15,3.4702,4.8819,1.2079,32.561,0.6665
2017-05-16,3.5154,4.8039,1.2219,33.2602,0.6848
2017-05-17,3.5461,4.7382,1.2252,33.1518,0.6974
2017-05-18,3.5609,4.8361,1.2182,32.505,0.6828
2017-05-19,3.5121,4.8988,1.1863,32.6077,0.6862
2017-05-22,3.5422,4.8967,1.2102,32.1985,0.6863
2017-05-23,3.6606,4.8641,1.1898,32.5326,0.6935
2017-05-24,3.7484,4.7037,1.1803,33.6297,0.6871
2017-05-25,3.8546,4.6221,1.1863,33.2404,0.6799
2017-05-26,3.8207,4.7677,1.1668,33.418,0.6742
2017-05-29,3.755,4.6687,1.1429,32.5417,0.6694
2017-05-30,3.7475,4.6841,1.1094,32.7753,0.6764
2017-05-31,3.7521,4.7623,1.1207,32.3468,0.6664
2017-06-01,3.8254,4.6654,1.1124,32.0515,0.6612
2017-06-02,3.7121,4.6804,1.1577,31.5281,0.6464
2017-06-05,3.8132,4.7533,1.1419,31.8871,0.6547
2017-06-06,3.8034,4.7552,1.1275,32.3828,0.6652
2017-06-07,3.7757,4.9795,1.1188,32.4045,0.6626
2017-06-08,3.7092,4.8444,1.1228,31.9913,0.6602
2017-06-09,3.6018,4.9294,1.1157,32.7703,0.664
2017-06-12,3.655,4.9164,1.1253,32.4089,0.6764
2017-06-13,3.6606,4.9795,1.1102,31.3598,0.68
2017-06-14,3.5782,5.0165,1.0891,31.5871,0.6741
2017-06-15,3.4973,4.9573,1.0622,31.0696,0.6604
2017-06-16,3.4774,4.9769,1.0296,31.5438,0.6512
2017-06-19,3.5806,4.8264,1.0224,31.372,0.6519
2017-06-20,3.565,4.875,1.0183,31.6684,0.6466
2017-06-21,3.4714,4.8998,1.0095,32.3494,0.6483
2017-06-22,3.4572,4.952,1.0271,31.7685,0.6438
2017-06-23,3.4413,5.0389,1.0447,31.5067,0.6353
2017-06-26,3.2785,5.0702,1.04,31.4807,0.626
2017-06-27,3.2761,5.0835,1.0143,32.2225,0.6384
2017-06-28,3.2635,5.0111,1.0065,31.912,0.6456
2017-06-29,3.3044,4.9537,0.9983,31.6353,0.6598
2017-06-30,3.4129,5.0509,0.9894,31.874,0.6643
2017-07-03,3.4816,5.1708,0.98,31.606,0.6608
2017-07-04,3.4659,5.1516,0.9713,31.6889,0.6719
2017-07-05,3.3991,5.1565,0.9662,30.9556,0.6717
2017-07-06,3.5542,5.0812,0.9579,32.0017,0.6737
2017-07-07,3.5587,5.1798,0.9608,31.3599,0.6734
2017-07-10,3.5604,5.2372,0.9657,31.2173,0.6484
2017-07-11,3.5598,5.4048,0.9537,31.2118,0.6616
2017-07-12,3.5731,5.3281,0.9706,32.1243,0.6658
2017-07-13,3.5648,5.2962,0.9576,31.4911,0.6687
2017-07-14,3.5296,5.3173,0.9363,32.4455,0.6682
2017-07-17,3.4964,5.3747,0.9414,32.8272,0.6697
2017-07-18,3.4952,5.3568,0.9309,33.0446,0.6647
2017-07-19,3.4625,5.2812,0.9352,32.5632,0.6699
2017-07-20,3.4198,5.3585,0.9042,32.8547,0.659
2017-07-21,3.4271,5.4229,0.9218,32.5058,0.6606
2017-07-24,3.4125,5.3426,0.9305,33.1386,0.6654
2017-07-25,3.5038,5.4622,0.9113,32.6626,0.6638
2017-07-26,3.3408,5.568,0.8928,32.6171,0.667
2017-07-27,3.4059,5.5814,0.9136,32.3536,0.6587
2017-07-28,3.4816,5.5897,0.9044,31.8809,0.6508
2017-07-31,3.3551,5.6416,0.8941,32.2483,0.6528
2017-08-01,3.3356,5.5631,0.8662,32.5196,0.6585
2017-08-02,3.3145,5.5669,0.8621,33.1243,0.643
2017-08-03,3.233,5.3718,0.8595,32.2435,0.6473
2017-08-04,3.1895,5.4499,0.8682,32.7725,0.6429
2017-08-07,3.1277,5.3116,0.8515,34.0243,0.6414
2017-08-08,3.2252,5.4435,0.8337,33.8028,0.6307
2017-08-09,3.2792,5.4151,0.839,34.782,0.624
2017-08-10,3.3535,5.3974,0.8508,34.6547,0.6317
2017-08-11,3.397,5.343,0.8324,33.9466,0.632
2017-08-14,3.3301,5.3189,0.8451,33.8005,0.629
2017-08-15,3.3001,5.4435,0.8456,34.3469,0.6282
2017-08-16,3.3294,5.2228,0.8586,33.9226,0.6321
2017-08-17,3.2584,5.3331,0.8579,33.6255,0.6357
2017-08-18,3.3002,5.3636,0.828,33.9379,0.6352
2017-08-21,3.287,5.2587,0.8264,33.9502,0.644
2017-08-22,3.266,5.1671,0.8387,34.2611,0.652
2017-08-23,3.3077,5.31,0.8284,34.3951,0.6554
2017-08-24,3.3344,5.2288,0.8241,34.6555,0.656
2017-08-25,3.314,5.1311,0.8222,34.44,0.6615
2017-08-28,3.3826,5.2277,0.7893,34.5716,0.6642
2017-08-29,3.3189,5.2577,0.8077,34.0978,0.6731
2017-08-30,3.3557,5.178,0.7977,34.7728,0.6808
2017-08-31,3.3916,5.1974,0.8035,34.4504,0.6722
2017-09-01,3.3739,5.1111,0.8026,35.0493,0.6631
2017-09-04,3.3941,5.2043,0.8167,34.9367,0.6573
2017-09-05,3.32,5.2958,0.8215,35.0545,0.6655
2017-09-06,3.3749,5.3429,0.8189,34.8033,0.6523
2017-09-07,3.3647,5.3757,0.8089,34.2797,0.6556
2017-09-08,3.3345,5.5318,0.818,33.3864,0.6587
2017-09-11,3.397,5.5329,0.7969,32.8643,0.6684
2017-09-12,3.3556,5.4269,0.8041,32.7138,0.67
2017-09-13,3.273,5.4679,0.792,32.829,0.6588
2017-09-14,3.184,5.6558,0.8059,33.3409,0.6509
2017-09-15,3.2187,5.5629,0.8078,33.1267,0.6413
2017-09-18,3.1468,5.5311,0.8152,32.6956,0.637
2017-09-19,3.245,5.5699,0.8162,31.9928,0.6356
2017-09-20,3.1266,5.5661,0.7965,32.2351,0.6264
2017-09-21,3.2209,5.4776,0.7871,32.9195,0.638
2017-09-22,3.2336,5.5794,0.7946,33.5602,0.6275
2017-09-25,3.2289,5.7925,0.7966,33.931,0.6382
2017-09-26,3.1986,5.8122,0.8097,34.2694,0.6478
2017-09-27,3.2219,5.7273,0.8144,35.1598,0.6552
2017-09-28,3.2205,5.5832,0.8036,35.3475,0.6495
2017-09-29,3.284,5.6079,0.7949,35.704,0.6524
2017-10-02,3.2914,5.7104,0.7961,35.5422,0.642
2017-10-03,3.3009,5.7559,0.7707,34.8216,0.6494
2017-10-04,3.2805,5.7569,0.7887,34.4726,0.6489
2017-10-05,3.278,5.7024,0.7937,34.4788,0.6457
2017-10-06,3.2966,5.6016,0.8073,34.5214,0.6358
2017-10-09,3.1979,5.6793,0.7897,35.5377,0.616
2017-10-10,3.1226,5.7654,0.8035,35.5927,0.608
2017-10-11,3.1643,5.6206,0.8285,36.2383,0.6166
2017-10-12,3.1746,5.768,0.8134,36.0115,0.6136
2017-10-13,3.165,5.8234,0.8222,35.8532,0.6123
2017-10-16,3.1668,5.9581,0.8224,35.1442,0.6175
2017-10-17,3.187,5.8283,0.8049,34.7609,0.6316
2017-10-18,3.1574,5.6991,0.8105,35.0489,0.6422
2017-10-19,3.1148,5.6863,0.82,35.064,0.6344
2017-10-20,3.1263,5.7342,0.8133,35.575,0.619
2017-10-23,3.0731,5.9041,0.8266,35.6838,0.6374
2017-10-24,3.096,5.9735,0.8076,35.505,0.6557
2017-10-25,3.0037,5.951,0.791,36.6695,0.6574
2017-10-26,3.059,5.8521,0.7927,36.629,0.6469
2017-10-27,3.0852,5.9712,0.7931,37.2847,0.6548
2017-10-30,3.0999,5.878,0.7853,37.0704,0.654
2017-10-31,3.1543,6.036,0.7943,37.4799,0.6532
2017-11-01,3.2478,6.009,0.8002,38.0176,0.6606
2017-11-02,3.3066,6.1668,0.8099,38.1495,0.6635
2017-11-03,3.2001,6.2366,0.8086,36.8036,0.6536
2017-11-06,3.1286,6.2238,0.8155,36.8255,0.651
2017-11-07,3.0949,6.1721,0.8106,37.5222,0.6565
2017-11-08,3.097,6.1389,0.8338,37.8334,0.6608
2017-11-09,3.126,6.1831,0.8245,38.1004,0.6631
2017-11-10,3.0868,6.1922,0.8487,37.1204,0.671
2017-11-13,3.0977,6.1332,0.8493,36.7279,0.668
2017-11-14,3.0571,6.1178,0.8332,36.968,0.6696
2017-11-15,3.0249,6.1269,0.8491,37.2091,0.6412
2017-11-16,2.9506,5.9145,0.8508,37.9042,0.6376
2017-11-17,2.9032,5.96,0.8609,37.8332,0.6438
2017-11-20,2.8347,5.8656,0.8757,38.0773,0.6408
2017-11-21,2.7866,5.7559,0.8799,38.0988,0.6371
2017-11-22,2.839,5.598,0.8728,37.5425,0.6288
2017-11-23,2.7922,5.4346,0.8848,36.274,0.6368
2017-11-24,2.9225,5.3151,0.8849,36.5219,0.6413
2017-11-27,2.9486,5.2544,0.8935,36.6295,0.648
2017-11-28,2.9589,5.4235,0.8669,36.2988,0.634
2017-11-29,2.9148,5.3779,0.8725,35.4218,0.6328
2017-11-30,2.9515,5.3946,0.8649,35.7703,0.6307
2017-12-01,2.9222,5.4311,0.8848,35.6378,0.6285
2017-12-04,2.9292,5.4438,0.8926,35.9492,0.6237
2017-12-05,3.0622,5.438,0.8957,36.9737,0.621
2017-12-06,3.0577,5.3326,0.9019,35.7884,0.6278
2017-12-07,3.1204,5.4604,0.8896,35.4212,0.6127
2017-12-08,3.0825,5.6231,0.9097,35.3203,0.6265
2017-12-11,3.0813,5.4692,0.935,36.1084,0.6304
2017-12-12,3.1783,5.3786,0.9402,35.2266,0.6301
2017-12-13,3.1439,5.355,0.9611,36.2687,0.6374
2017-12-14,3.2452,5.2715,0.9536,36.3547,0.6258
2017-12-15,3.2864,5.3162,0.9433,36.3135,0.6207
2017-12-18,3.2546,5.2539,0.9439,36.2163,0.6198
2017-12-19,3.2917,5.4412,0.9498,35.9889,0.6305
2017-12-20,3.3489,5.5484,0.9447,36.5706,0.6302
2017-12-21,3.3865,5.5688,0.9519,35.9915,0.6339
2017-12-22,3.2935,5.6636,0.9561,36.1908,0.6293
2017-12-25,3.252,5.7673,0.9431,35.9921,0.6332
2017-12-26,3.2386,5.7152,0.95,35.5888,0.6466
2017-12-27,3.2351,5.6399,0.9615,36.9915,0.6548
2017-12-28,3.2713,5.6482,0.9639,37.2376,0.6542
2017-12-29,3.2823,5.729,0.9795,37.5947,0.6599
2018-01-01,3.2058,5.7432,0.9631,38.2533,0.6648
2018-01-02,3.2281,5.596,0.9695,37.4435,0.6691
2018-01-03,3.2636,5.5236,0.954,38.4473,0.6785
2018-01-04,3.2966,5.518,0.9394,37.0011,0.6881
2018-01-05,3.3602,5.5122,0.9313,36.5828,0.687
2018-01-08,3.4105,5.6914,0.9193,36.3406,0.6927
2018-01-09,3.4389,5.5633,0.9125,36.6717,0.6894
2018-01-10,3.4355,5.6105,0.9099,36.8046,0.6815
2018-01-11,3.3356,5.7485,0.9206,36.7235,0.6792
2018-01-12,3.3617,5.9635,0.9166,36.7285,0.6787
2018-01-15,3.3748,5.9251,0.8967,36.197,0.6645
2018-01-16,3.3918,5.974,0.911,35.3892,0.6718
2018-01-17,3.3162,6.0309,0.9005,35.7891,0.6485
2018-01-18,3.2538,6.0514,0.8999,36.1758,0.6707
2018-01-19,3.315,6.0428,0.9057,37.0539,0.6835
2018-01-22,3.3135,6.0872,0.9083,36.6231,0.6813
2018-01-23,3.3541,5.8359,0.9222,37.0184,0.6815
2018-01-24,3.3566,5.9023,0.9285,36.8713,0.6842
2018-01-25,3.3591,5.9157,0.9176,37.5466,0.6792
2018-01-26,3.4155,5.8953,0.9454,38.1387,0.6809
2018-01-29,3.3852,6.0941,0.9481,38.2726,0.6798
2018-01-30,3.3918,6.0279,0.9463,38.0883,0.679
2018-01-31,3.3649,5.9893,0.9591,38.6537,0.6807
2018-02-01,3.3399,6.1859,0.9626,39.044,0.6695
2018-02-02,3.3225,6.1028,0.9681,38.6524,0.6699
2018-02-05,3.3363,6.049,1.0016,37.8887,0.6714
2018-02-06,3.309,6.0357,0.998,37.7355,0.6725
2018-02-07,3.383,6.12,0.9937,38.612,0.6708
2018-02-08,3.3305,6.142,0.9955,39.2936,0.6805
2018-02-09,3.3203,6.0132,1.0105,38.6452,0.6775
2018-02-12,3.2953,5.962,0.9895,37.9752,0.6796
2018-02-13,3.3802,5.9039,0.9627,38.7191,0.6907
2018-02-14,3.3927,5.8976,0.955,38.0666,0.6901
2018-02-15,3.4553,5.9399,0.9336,38.3718,0.6921
2018-02-16,3.3656,5.9817,0.9282,38.0266,0.6913
2018-02-19,3.3822,5.8089,0.9348,38.9683,0.7022
2018-02-20,3.4361,5.9113,0.9234,38.5268,0.7
2018-02-21,3.4419,5.9369,0.9053,39.205,0.7114
2018-02-22,3.5074,6.0727,0.9063,39.327,0.7105
2018-02-23,3.4762,6.1181,0.9173,39.4895,0.7029
2018-02-26,3.5635,6.2297,0.8959,38.3257,0.709
2018-02-27,3.7088,6.2785,0.9062,37.0614,0.7064
2018-02-28,3.686,6.4182,0.9166,36.9496,0.712
2018-03-01,3.6579,6.4744,0.9289,37.0992,0.6876
2018-03-02,3.7525,6.4653,0.9447,36.4799,0.6877
2018-03-05,3.858,6.7072,0.9737,35.8911,0.6838
2018-03-06,3.8233,6.8062,0.9691,36.2071,0.6748
2018-03-07,3.7959,6.8715,0.9707,36.5267,0.6701
2018-03-08,3.7779,6.7292,0.9653,36.4622,0.6654
2018-03-09,3.6892,6.5886,0.9654,36.9039,0.665
2018-03-12,3.6303,6.6215,0.9861,36.2605,0.6537
2018-03-13,3.5669,6.6386,0.9679,36.0769,0.6563
2018-03-14,3.5194,6.5731,0.9565,36.9871,0.6677
2018-03-15,3.5181,6.5896,0.9749,37.0371,0.6702
2018-03-16,3.5335,6.7624,0.9888,37.1196,0.6771
2018-03-19,3.631,6.8407,0.984,38.4254,0.6865
2018-03-20,3.5679,6.7142,0.9958,37.6247,0.6973
2018-03-21,3.6307,6.7033,1.0007,38.0897,0.7138
2018-03-22,3.6179,6.6163,1.0216,39.06,0.7094
2018-03-23,3.6156,6.5756,1.0229,38.8806,0.703
2018-03-26,3.6595,6.5323,1.0376,39.3982,0.7101
2018-03-27,3.5879,6.4825,1.0757,38.8258,0.7165
2018-03-28,3.6129,6.3505,1.0848,38.435,0.7236
2018-03-29,3.6244,6.3385,1.0857,38.6709,0.7409
2018-03-30,3.6567,6.2816,1.0968,39.1501,0.7411
2018-04-02,3.6762,5.9814,1.0914,39.826,0.7451
2018-04-03,3.8363,6.1837,1.1277,40.7837,0.736
2018-04-04,3.7941,6.2952,1.1307,40.7551,0.7559
2018-04-05,3.7595,6.2577,1.1266,41.5035,0.7528
2018-04-06,3.719,6.2609,1.1137,41.3019,0.75
2018-04-09,3.6835,6.142,1.1308,41.8783,0.7468
2018-04-10,3.6429,6.3138,1.1446,42.0229,0.7408
2018-04-11,3.7202,6.5112,1.1369,42.3194,0.7341
2018-04-12,3.8143,6.5292,1.1461,42.6038,0.7293
2018-04-13,3.7768,6.64,1.1224,41.5837,0.7169
2018-04-16,3.7223,6.6603,1.1254,40.8902,0.7099
2018-04-17,3.7541,6.5158,1.1326,40.9666,0.7274
2018-04-18,3.7184,6.4732,1.1596,39.9346,0.7342
2018-04-19,3.7608,6.4885,1.1474,40.4491,0.7429
2018-04-20,3.7752,6.4414,1.1273,40.9949,0.754
2018-04-23,3.6752,6.4196,1.1135,41.2107,0.7715
2018-04-24,3.7764,6.4113,1.093,40.5253,0.7543
2018-04-25,3.8969,6.4041,1.1134,41.3837,0.7427
2018-04-26,3.8557,6.4108,1.1375,42.6715,0.7353
2018-04-27,3.8302,6.3008,1.1427,42.7799,0.731
2018-04-30,3.8505,6.228,1.1623,43.1237,0.7284
2018-05-01,3.8741,6.0982,1.1646,43.2689,0.7244
2018-05-02,3.92,6.1971,1.1633,43.6296,0.7264
2018-05-03,4.0599,5.9846,1.1581,43.5646,0.7268
2018-05-04,4.0482,6.0989,1.1533,43.5556,0.7203
2018-05-07,3.9922,6.2385,1.1287,44.1659,0.7007
2018-05-08,3.896,6.2089,1.133,45.7461,0.692
2018-05-09,3.8467,5.9454,1.1326,44.7923,0.6873
2018-05-10,3.8454,5.9114,1.1445,44.7363,0.6852
2018-05-11,3.968,5.9064,1.1461,43.9521,0.6755
2018-05-14,3.9327,5.8098,1.1437,45.0239,0.6714
2018-05-15,3.9492,5.7619,1.1301,44.6381,0.662
2018-05-16,3.949,5.9075,1.1314,43.6783,0.661
2018-05-17,4.0327,5.973,1.1432,44.1136,0.6521
2018-05-18,4.2134,5.8837,1.1252,45.291,0.6452
2018-05-21,4.175,5.7309,1.1268,45.7597,0.6347
2018-05-22,4.1399,5.7014,1.1306,45.9159,0.6335
2018-05-23,4.2171,5.6826,1.1195,46.2145,0.6267
